2025-10-30 10:33:04.323 [main] INFO  com.zaxxer.hikari.pool.HikariPool - tg-nails-pool - Added connection org.postgresql.jdbc.PgConnection@566fe83c
2025-10-30 10:33:04.325 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Start completed.
2025-10-30 10:33:04.431 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-10-30 10:33:04.848 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/tg_nails (PostgreSQL 17.5)
2025-10-30 10:33:04.860 [main] WARN  o.f.c.i.database.base.Database - Flyway upgrade recommended: PostgreSQL 17.5 is newer than this version of Flyway and support has not been tested. The latest supported version of PostgreSQL is 16.
2025-10-30 10:33:04.912 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 3 migrations (execution time 00:00.039s)
2025-10-30 10:33:04.926 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 3
2025-10-30 10:33:04.929 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-10-30 10:33:05.016 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-10-30 10:33:05.036 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-10-30 10:33:05.053 [main] INFO  r.c.t.TgbotNailsApplicationKt - Started TgbotNailsApplicationKt in 4.241 seconds (process running for 4.979)
2025-10-30 10:47:57.403 [main] INFO  r.c.t.TgbotNailsApplicationKt - Starting TgbotNailsApplicationKt using Java 17.0.15 with PID 1688 (D:\Projects\Education\tgbot_nails\build\classes\kotlin\main started by DSFPW in D:\Projects\Education\tgbot_nails)
2025-10-30 10:47:57.405 [main] INFO  r.c.t.TgbotNailsApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-10-30 10:47:59.163 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-10-30 10:47:59.178 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-10-30 10:47:59.181 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 10:47:59.181 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-30 10:47:59.267 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 10:47:59.268 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1798 ms
2025-10-30 10:47:59.413 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Starting...
2025-10-30 10:47:59.639 [main] INFO  com.zaxxer.hikari.pool.HikariPool - tg-nails-pool - Added connection org.postgresql.jdbc.PgConnection@16f0ec18
2025-10-30 10:47:59.641 [main] INFO  com.zaxxer.hikari.HikariDataSource - tg-nails-pool - Start completed.
2025-10-30 10:47:59.665 [main] INFO  r.c.t.c.ExposedConfig$$SpringCGLIB$$0 - Exposed connected to DataSource successfully
2025-10-30 10:48:00.605 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-10-30 10:48:01.098 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/tg_nails (PostgreSQL 17.5)
2025-10-30 10:48:01.110 [main] WARN  o.f.c.i.database.base.Database - Flyway upgrade recommended: PostgreSQL 17.5 is newer than this version of Flyway and support has not been tested. The latest supported version of PostgreSQL is 16.
2025-10-30 10:48:01.165 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 3 migrations (execution time 00:00.039s)
2025-10-30 10:48:01.179 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 3
2025-10-30 10:48:01.182 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-10-30 10:48:01.281 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-10-30 10:48:01.304 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-10-30 10:48:01.320 [main] INFO  r.c.t.TgbotNailsApplicationKt - Started TgbotNailsApplicationKt in 4.389 seconds (process running for 5.247)
2025-10-30 11:00:03.046 [main] INFO  r.c.t.TgbotNailsApplicationKt - Starting TgbotNailsApplicationKt using Java 17.0.15 with PID 17952 (D:\Projects\Education\tgbot_nails\build\classes\kotlin\main started by DSFPW in D:\Projects\Education\tgbot_nails)
2025-10-30 11:00:03.049 [main] INFO  r.c.t.TgbotNailsApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-10-30 11:00:04.467 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-10-30 11:00:04.483 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-10-30 11:00:04.486 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 11:00:04.486 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-30 11:00:04.571 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 11:00:04.573 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1460 ms
